h,price,lo,hi
0,0.0649094052243883,-0.1363116326008082,0.23935071775936348
1,0.11967512185211922,-0.17167729683495922,0.4362539832411416
2,0.11412908391805608,-0.21176426045712626,0.5375473127158726
3,0.11903777538700518,-0.25620762953818554,0.5832671685118588
4,0.17559537747353746,-0.27347215780450324,0.6200244615564543
5,0.22905643701878378,-0.29150185824295016,0.6354079277981223
6,0.2120901194241227,-0.33838519049251636,0.6181214171375373
