H,CumAUS,CumWexc,cum_leak,lo90,hi90
0,-3.283161089426422,-0.5257065029459504,-0.16012205573433894,-2.821356361803853,2.7665124274623283
1,-5.453745677607753,3.148627198829254,0.5773329716779857,-4.07071796263779,6.386826282840853
2,-7.063002012288943,3.83039618423037,0.5423184330920265,-3.7584309569556877,6.695421607728483
3,-6.736725688593685,4.540380484911518,0.6739743749102152,-8.346879920453631,12.121706651652094
