group,country,series,h,beta,lo90,hi90,n_obs_hint
LOW,Philippines,from_aus_log,10,NaN,NaN,NaN,58
LOW,Philippines,from_aus_log,11,NaN,NaN,NaN,58
LOW,Philippines,from_aus_log,12,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,0,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,1,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,2,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,3,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,4,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,5,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,6,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,7,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,8,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,9,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,10,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,11,NaN,NaN,NaN,58
LOW,Philippines,non_aus_log,12,NaN,NaN,NaN,58
LOW,Philippines,total_mt,0,NaN,NaN,NaN,86
LOW,Philippines,total_mt,1,NaN,NaN,NaN,86
LOW,Philippines,total_mt,2,NaN,NaN,NaN,86
LOW,Philippines,total_mt,3,NaN,NaN,NaN,86
LOW,Philippines,total_mt,4,NaN,NaN,NaN,86
LOW,Philippines,total_mt,5,NaN,NaN,NaN,86
LOW,Philippines,total_mt,6,NaN,NaN,NaN,86
LOW,Philippines,total_mt,7,NaN,NaN,NaN,86
LOW,Philippines,total_mt,8,NaN,NaN,NaN,86
LOW,Philippines,total_mt,9,NaN,NaN,NaN,86
LOW,Philippines,total_mt,10,NaN,NaN,NaN,86
LOW,Philippines,total_mt,11,NaN,NaN,NaN,86
LOW,Philippines,total_mt,12,NaN,NaN,NaN,86
LOW,Philippines,from_aus_mt,0,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,1,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,2,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,3,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,4,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,5,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,6,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,7,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,8,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,9,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,10,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,11,NaN,NaN,NaN,58
LOW,Philippines,from_aus_mt,12,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,0,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,1,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,2,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,3,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,4,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,5,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,6,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,7,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,8,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,9,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,10,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,11,NaN,NaN,NaN,58
LOW,Philippines,non_aus_mt,12,NaN,NaN,NaN,58
LOW,POOLED,LOW_pool_total_mt,0,0.3021630624979038,-4.639203868058302,2.3377688204790394,156
LOW,POOLED,LOW_pool_total_mt,1,-2.805592623849359,-4.761072656296092,0.8179793063241282,156
LOW,POOLED,LOW_pool_total_mt,2,-0.2656344451865235,-4.765315494640153,2.509217767046551,156
LOW,POOLED,LOW_pool_total_mt,3,-0.6968184815561376,-2.3536936546168796,3.7636862039990473,156
LOW,POOLED,LOW_pool_total_mt,4,-0.9412445112160862,-4.3517154175444634,2.1890881007771044,156
LOW,POOLED,LOW_pool_total_mt,5,0.6525013364403155,-2.5284706001038493,3.2014799215761185,156
LOW,POOLED,LOW_pool_total_mt,6,-1.192679116372319,-4.081786257007832,2.3161558138207123,156
LOW,POOLED,LOW_pool_total_mt,7,-1.776142241299056,-3.7940754446086005,3.198818969549394,156
LOW,POOLED,LOW_pool_total_mt,8,1.3239843680708923,-2.6719214888640983,4.14465135166438,156
LOW,POOLED,LOW_pool_total_mt,9,-0.8253573918719376,-3.8975882521214245,2.9131957094709935,156
LOW,POOLED,LOW_pool_total_mt,10,1.2274094039196712,-3.145680259549274,3.6624970655401454,156
LOW,POOLED,LOW_pool_total_mt,11,-1.0230674031071048,-3.6069794106430813,3.233231471809272,156
LOW,POOLED,LOW_pool_total_mt,12,1.717222017444055,-3.4427649165135206,3.7455857751317767,156
LOW,POOLED,LOW_pool_from_aus_mt,0,0.12100203749067491,-0.10289485221395711,0.4993897940029917,153
LOW,POOLED,LOW_pool_from_aus_mt,1,-0.3177545562784818,-0.45937604570076773,0.34400280598365574,153
LOW,POOLED,LOW_pool_from_aus_mt,2,-0.09707491976203622,-0.4587302910340977,0.24062684491260306,153
LOW,POOLED,LOW_pool_from_aus_mt,3,-0.10777847602624002,-0.3111396593041226,0.3620120335392648,153
LOW,POOLED,LOW_pool_from_aus_mt,4,0.01462962646188465,-0.2621508888195843,0.5279744930415503,153
LOW,POOLED,LOW_pool_from_aus_mt,5,0.07553748274051972,-0.3978622780902029,0.44959689944822534,153
LOW,POOLED,LOW_pool_from_aus_mt,6,-0.1330382196784905,-0.3562120579681161,0.352416164611853,153
LOW,POOLED,LOW_pool_from_aus_mt,7,-0.34573530478763903,-0.5259986686469778,0.3542254078069684,153
LOW,POOLED,LOW_pool_from_aus_mt,8,0.0704759548627994,-0.3341512586945312,0.4813027984199349,153
LOW,POOLED,LOW_pool_from_aus_mt,9,0.09226154023931422,-0.3674371530809913,0.4680921046093313,153
LOW,POOLED,LOW_pool_from_aus_mt,10,0.0833205827938268,-0.41133382321794837,0.46110296451499305,153
LOW,POOLED,LOW_pool_from_aus_mt,11,-0.22803341353384576,-0.5136254068026854,0.4451287855788191,153
LOW,POOLED,LOW_pool_from_aus_mt,12,0.2695568174057397,-0.44722361070111577,0.4490687078718651,153
LOW,POOLED,LOW_pool_non_aus_mt,0,0.6590525329480766,-2.9714212773389197,2.8351791429925886,153
LOW,POOLED,LOW_pool_non_aus_mt,1,-2.7567041147388243,-4.649397928759348,0.6887855480519331,153
LOW,POOLED,LOW_pool_non_aus_mt,2,0.5476699534827039,-3.08690202338175,2.9619822403114022,153
LOW,POOLED,LOW_pool_non_aus_mt,3,-1.4076168987866255,-2.638199519748868,3.6001480336799148,153
LOW,POOLED,LOW_pool_non_aus_mt,4,-0.7537277798583539,-5.1117302949139605,1.9223543120097177,153
LOW,POOLED,LOW_pool_non_aus_mt,5,0.9901606303680862,-2.4293322166390015,2.8929489278676366,153
LOW,POOLED,LOW_pool_non_aus_mt,6,-1.1328647747839742,-4.131796682717891,2.0566880898772424,153
LOW,POOLED,LOW_pool_non_aus_mt,7,-1.2943882762080992,-3.5648894972646974,3.34415705914958,153
LOW,POOLED,LOW_pool_non_aus_mt,8,1.3372460527397945,-2.7097196751507755,3.885149839239384,153
LOW,POOLED,LOW_pool_non_aus_mt,9,-1.1799777162921536,-3.7097777699708114,2.9480554443638383,153
LOW,POOLED,LOW_pool_non_aus_mt,10,0.4607228782863422,-2.992473359027634,3.4670414855972953,153
LOW,POOLED,LOW_pool_non_aus_mt,11,-0.9906425217011308,-3.5699176438600966,3.1675247788922407,153
LOW,POOLED,LOW_pool_non_aus_mt,12,1.5229665706953421,-3.200987408082428,3.8248570600342617,153
