H,CumAUS,CumCOMP,cum_leakage,cum_leak_mbb_lo90,cum_leak_mbb_hi90
0,-2.0844028667215055,1.9311550479654853,0.9264787910232253,-2.3594241569447694,5.091461251174258
3,-3.4322590329978286,9.879272078549135,2.878358534006191,-5.0648603745821665,15.446371251518087
6,-6.19075010057726,14.450356396945534,2.3341850603205745,-8.142171679976936,14.59867688069803
12,-11.249275478470645,15.710536816995951,1.396582104070921,-11.426531971375105,17.82569313434599
18,-12.2226297359068,15.588675506974104,1.275394562692083,-13.365384686822669,19.867290259361553
