date,tonnes
2012-01,2.087875e6
2012-02,2.911581e6
2012-03,2.628138e6
2012-04,3.149415e6
2012-05,3.220649e6
2012-06,3.130698e6
2012-07,3.251126e6
2012-08,755498.0
2012-09,3.012798e6
2012-10,2.898593e6
2012-11,3.669564e6
2012-12,2.434044e6
2013-01,2.348216e6
2013-02,2.910601e6
2013-03,3.553657e6
2013-04,3.00462e6
2013-05,3.4587e6
2013-06,3.261768e6
2013-07,2.982814e6
2013-08,3.763825e6
2013-09,3.707936e6
2013-10,3.047535e6
2013-11,3.111871e6
2013-12,3.394234e6
2014-01,2.037187e6
2014-02,3.036203e6
2014-03,3.222572e6
2014-04,2.717712e6
2014-05,3.399153e6
2014-06,3.281211e6
2014-09,3.0758e6
2014-10,3.192312e6
2014-12,2.31408e6
2015-01,2.667624e6
2015-02,2.503049e6
2015-03,2.855304e6
2015-04,2.030953e6
2015-05,2.723007e6
2015-06,2.778798e6
2015-07,2.457062e6
2015-08,2.303171e6
2015-09,4.985722e6
2015-10,2.518419e6
2015-11,2.307912e6
2015-12,2.749435e6
2016-02,2.153940960719e6
2016-03,2.948588e6
2016-04,2.172315e6
2016-05,2.384754e6
2016-06,2.380238e6
2016-07,2.878868e6
2016-08,2.64182e6
2016-09,2.455149e6
2016-10,2.314191e6
2016-11,2.875359e6
2016-12,2.720545e6
2017-01,1.925103e6
2017-02,1.407713e6
2017-03,2.992172e6
2017-04,2.71279e6
2017-05,2.881236e6
2017-06,2.636248e6
2017-07,2.648695e6
2017-08,2.8676320175949996e6
2017-09,3.370751e6
2017-10,2.134456e6
2017-11,2.317075125245e6
2017-12,3.085282e6
2018-01,2.251751e6
2018-02,2.609448e6
2018-03,2.864293e6
2018-04,2.6429225669310004e6
2018-05,2.72459e6
2018-06,3.016111e6
2018-07,2.32563e6
2018-08,2.908655e6
2018-09,3.568001e6
2018-10,2.215314e6
2018-11,3.498333e6
2018-12,3.076435e6
2019-01,2.600196e6
2019-02,2.050413e6
2019-04,2.35946e6
2019-05,2.922024e6
2019-06,3.257858e6
2019-07,3.153686e6
2019-08,2.936503e6
2019-09,3.672979e6
2019-11,2.802181e6
2019-12,4.373713e6
2020-01,2.203299e6
2020-02,1.934497e6
2020-03,3.527708e6
2020-04,2.4417042290689996e6
2020-05,2.635334e6
2020-06,2.88063e6
2020-07,2.157319134613e6
2020-08,2.627045e6
2020-09,2.745995e6
2020-10,2.981664e6
2020-11,2.827405e6
2020-12,2.849533e6
2021-01,2.312945e6
2021-02,2.466393e6
2021-03,3.111989e6
2021-04,1.978057e6
2021-05,3.030693e6
2021-06,3.22073e6
2021-07,2.101579e6
2021-08,2.762726e6
2021-09,3.084746e6
2021-10,3.435956e6
2021-11,2.426313e6
2021-12,1.722755e6
2022-01,2.427497e6
2022-02,3.104342e6
2022-03,3.725382e6
2022-04,3.344388e6
2022-05,3.400863e6
2022-06,3.264527e6
2022-07,2.762982e6
2022-08,3.503088e6
2022-09,2.870073e6
2022-10,3.094005e6
2022-11,2.38083e6
2022-12,2.417681e6
2023-01,3.004681e6
2023-02,2.844484e6
2023-03,3.557209e6
2023-04,3.2216e6
2023-05,3.478875e6
2023-06,3.485437e6
2023-07,2.550221302069e6
2023-08,3.172832e6
2023-09,3.39832e6
2023-10,2.718552e6
2023-11,3.081512e6
2023-12,4.00929627938e6
2024-01,2.425427e6
2024-02,2.705347e6
2024-03,3.584501e6
2024-04,2.744900214131e6
2024-05,3.178799e6
2024-06,3.578771e6
2024-07,2.7805593141090004e6
2024-08,2.821419e6
2024-09,2.905947e6
2024-10,2.957844e6
2024-11,2.310143e6
2024-12,3.699363313402e6
2025-01,2.997781e6
2025-02,2.42806e6
2025-03,3.497614e6
2025-04,3.215157e6
2025-05,3.406509e6
2025-06,3.301116e6
2025-07,3.459415e6
2025-08,2.873238e6
2025-09,3.002469e6
2025-10,2.789384e6
2025-11,2.920659e6
2025-12,3.158555e6
